Number, Label1, Label2, UserName, UserLogin, UTM_X, UTM_X_Real, UTM_Y, UTM_Y_Real, Length_m, Length_Real_m, Stemming_m, Stemming_Real_m, Diameter_mm, Diameter_Real_mm, Subdrilling_m, Subdrilling_Real_m, Angle_deg, Angle_Real_deg, Azimuth_deg, Azimuth_Real_deg, Total_Charge_kg, Total_Charge_Real_kg, Charge_Bulk_kg, Charge_Bulk_Real_kg, Charge_Cartridge_kg, Charge_Cartridge_Real_kg, Booster_un, Booster_Real_un, Charge_Description, waterPresence, waterColumn_m, waterColumn_Real_m, eliminated, changed, dateUpdate, Burden_m, Spacing_m, Powder_Factor, Powder_Factor_Real, Redrill, Comment, final_length_m, truck_number, number_primes_qty, number_detonators_qty, temperature_deg, density
207, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748823.900, 748823.900, 8930536.240, 8930536.240, 11.301, 10.900, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 131.125, 125.900, 131.125, 125.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 125.9, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:57:04, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
208, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748822.290, 748822.290, 8930538.740, 8930538.740, 11.492, 11.000, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 133.908, 140.800, 133.908, 140.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 140.8, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:56:56, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
209, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748820.690, 748820.690, 8930541.240, 8930541.240, 11.464, 11.500, 2.300, 3.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 133.500, 136.100, 133.500, 136.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 136.1, 0, 0.000, 0.000, 0, 1, 30/06/2026. 18:56:34, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
210, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748819.090, 748819.090, 8930543.740, 8930543.740, 11.409, 11.500, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 132.698, 144.600, 132.698, 144.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 144.6, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:56:25, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
211, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748817.490, 748817.490, 8930546.240, 8930546.240, 11.082, 11.800, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 127.935, 122.900, 127.935, 122.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 122.9, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:56:13, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
212, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748815.880, 748815.880, 8930548.740, 8930548.740, 10.879, 11.100, 2.300, 3.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.978, 136.100, 124.978, 136.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 136.1, 0, 0.000, 0.000, 0, 1, 30/06/2026. 18:56:03, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
213, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748814.280, 748814.280, 8930551.240, 8930551.240, 10.833, 11.000, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.307, 136.200, 124.307, 136.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 136.2, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:55:46, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
214, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748812.680, 748812.680, 8930553.740, 8930553.740, 10.730, 10.500, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 122.807, 135.200, 122.807, 135.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 135.2, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:55:25, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
215, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748811.070, 748811.070, 8930556.240, 8930556.240, 10.464, 10.000, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 118.932, 119.000, 118.932, 119.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 119.0, 1, 0.000, 0.000, 0, 1, 30/06/2026. 18:18:26, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
216, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748809.470, 748809.470, 8930558.750, 8930558.750, 10.254, 10.200, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 115.873, 129.800, 115.873, 129.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 129.8, 1, 0.000, 0.000, 0, 1, 04/07/2026. 12:31:06, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
217, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748807.560, 748807.560, 8930561.020, 8930561.020, 10.297, 10.500, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 116.499, 122.200, 116.499, 122.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 122.2, 0, 0.000, 0.000, 0, 1, 04/07/2026. 12:31:15, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
218, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748805.480, 748805.480, 8930563.120, 8930563.120, 10.487, 10.200, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 119.267, 123.600, 119.267, 123.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 123.6, 1, 0.000, 3.000, 0, 1, 04/07/2026. 12:31:47, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
219, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748803.230, 748803.230, 8930565.060, 8930565.060, 10.440, 10.500, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 118.582, 127.300, 118.582, 127.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 127.3, 1, 0.000, 6.000, 0, 1, 30/06/2026. 18:06:56, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
220, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748800.980, 748800.980, 8930567.000, 8930567.000, 10.362, 10.000, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 117.446, 131.900, 117.446, 131.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 131.9, 1, 0.000, 6.000, 0, 1, 04/07/2026. 12:31:54, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
221, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748798.730, 748798.730, 8930568.940, 8930568.940, 10.495, 10.600, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 119.383, 127.600, 119.383, 127.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 127.6, 1, 0.000, 0.000, 0, 1, 04/07/2026. 12:32:07, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
222, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748796.480, 748796.480, 8930570.880, 8930570.880, 10.523, 10.200, 2.300, 3.100, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 119.791, 126.800, 119.791, 126.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.8, 0, 0.000, 0.000, 0, 1, 04/07/2026. 12:32:01, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
223, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748794.230, 748794.230, 8930572.810, 8930572.810, 11.315, 10.500, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 131.329, 125.600, 131.329, 125.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 125.6, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:52:30, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
224, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748791.980, 748791.980, 8930574.750, 8930574.750, 11.269, 10.000, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 130.659, 126.000, 130.659, 126.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.0, 0, 0.000, 0.000, 0, 1, 04/07/2026. 12:32:15, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
225, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748789.730, 748789.730, 8930576.690, 8930576.690, 10.644, 11.000, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.554, 136.400, 121.554, 136.400, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 136.4, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:52:58, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
226, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748787.480, 748787.480, 8930578.630, 8930578.630, 10.437, 10.200, 2.300, 2.700, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 118.539, 126.000, 118.539, 126.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.0, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:43:47, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
227, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748785.230, 748785.230, 8930580.570, 8930580.570, 10.381, 10.400, 2.300, 3.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 117.723, 119.600, 117.723, 119.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 119.6, 1, 0.000, 0.000, 0, 1, 04/07/2026. 12:32:26, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
228, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748782.960, 748782.960, 8930582.490, 8930582.490, 10.293, 10.000, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 116.441, 126.700, 116.441, 126.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.7, 1, 0.000, 0.000, 0, 1, 04/07/2026. 12:32:34, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
229, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748780.630, 748780.630, 8930584.330, 8930584.330, 10.388, 10.400, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 117.825, 116.100, 117.825, 116.100, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 116.1, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:46:51, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
230, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748778.310, 748778.310, 8930586.180, 8930586.180, 10.472, 10.000, 2.300, 3.500, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 119.048, 121.700, 119.048, 121.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 121.7, 1, 0.000, 0.000, 0, 1, 04/07/2026. 12:32:41, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
231, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748775.980, 748775.980, 8930588.030, 8930588.030, 10.500, 9.000, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 119.456, 109.700, 119.456, 109.700, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 109.7, 1, 0.000, 0.000, 0, 1, 04/07/2026. 12:32:53, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
232, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748773.650, 748773.650, 8930589.870, 8930589.870, 10.563, 11.000, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.374, 127.800, 120.374, 127.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 127.8, 1, 0.000, 0.000, 0, 1, 01/07/2026. 14:26:52, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
233, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748771.330, 748771.330, 8930591.720, 8930591.720, 10.596, 10.500, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.855, 129.300, 120.855, 129.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 129.3, 1, 0.000, 0.000, 0, 1, 02/07/2026. 14:47:50, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
234, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748768.840, 748768.840, 8930593.270, 8930593.270, 10.748, 10.000, 2.300, 3.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.069, 125.900, 123.069, 125.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 125.9, 1, 0.000, 0.000, 0, 1, 04/07/2026. 12:33:02, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
235, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748766.730, 748766.730, 8930594.690, 8930594.690, 10.691, 10.300, 2.300, 2.900, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 122.239, 116.500, 122.239, 116.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 116.5, 1, 0.000, 0.000, 0, 1, 02/07/2026. 14:48:02, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
236, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748765.200, 748765.200, 8930591.780, 8930591.780, 10.846, 10.200, 2.300, 3.000, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 124.497, 122.000, 124.497, 122.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 122.0, 1, 0.000, 0.000, 0, 1, 02/07/2026. 14:46:51, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
237, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748768.020, 748768.020, 8930590.830, 8930590.830, 10.763, 12.000, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.288, 163.300, 123.288, 163.300, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 163.3, 1, 0.000, 0.000, 0, 1, 02/07/2026. 14:47:09, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
238, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748770.430, 748770.430, 8930589.140, 8930589.140, 10.655, 10.700, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.714, 117.000, 121.714, 117.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 117.0, 1, 0.000, 0.000, 0, 1, 01/07/2026. 14:06:51, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
239, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748772.760, 748772.760, 8930587.290, 8930587.290, 10.684, 11.000, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 122.137, 150.500, 122.137, 150.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 150.5, 1, 0.000, 0.000, 0, 1, 01/07/2026. 14:26:45, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
240, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748775.080, 748775.080, 8930585.440, 8930585.440, 10.571, 10.200, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.491, 126.600, 120.491, 126.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 126.6, 1, 0.000, 0.000, 0, 1, 01/07/2026. 14:27:13, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
241, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748777.410, 748777.410, 8930583.600, 8930583.600, 10.364, 10.400, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 117.475, 120.500, 117.475, 120.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 120.5, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:47:07, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
242, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748779.730, 748779.730, 8930581.750, 8930581.750, 10.333, 10.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 117.023, 104.600, 117.023, 104.600, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 104.6, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:46:43, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
243, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748782.050, 748782.050, 8930579.890, 8930579.890, 10.356, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 117.359, 104.200, 117.359, 104.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 104.2, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:44:13, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
244, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748784.300, 748784.300, 8930577.960, 8930577.960, 10.582, 11.000, 2.300, 2.200, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.651, 141.800, 120.651, 141.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 141.8, 1, 0.000, 0.000, 0, 1, 01/07/2026. 13:42:42, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
245, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748786.550, 748786.550, 8930576.020, 8930576.020, 10.581, 10.700, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.636, 133.800, 120.636, 133.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 133.8, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:43:56, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
246, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748788.800, 748788.800, 8930574.080, 8930574.080, 10.459, 10.200, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 118.859, 82.800, 118.859, 82.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 82.8, 1, 0.000, 6.000, 0, 1, 30/06/2026. 11:35:31, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
247, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748791.050, 748791.050, 8930572.140, 8930572.140, 11.163, 10.700, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 129.115, 147.900, 129.115, 147.900, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 147.9, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:48:10, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
248, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748793.300, 748793.300, 8930570.200, 8930570.200, 10.799, 10.700, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 123.812, 142.800, 123.812, 142.800, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 142.8, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:52:08, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
249, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748795.550, 748795.550, 8930568.260, 8930568.260, 10.648, 10.300, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 121.612, 104.500, 121.612, 104.500, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 104.5, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:28:41, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
250, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748797.800, 748797.800, 8930566.330, 8930566.330, 10.596, 10.600, 2.300, 2.300, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.855, 122.200, 120.855, 122.200, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 122.2, 1, 0.000, 6.000, 0, 1, 30/06/2026. 12:38:28, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
251, , , thiago.ferreira@enaex.com, thiago.ferreira@enaex.com, 748800.050, 748800.050, 8930564.390, 8930564.390, 10.585, 11.000, 2.300, 2.400, 127, 127, 0.600, 0.600, 0.000, 0.000, 0.000, 0.000, 120.695, 153.000, 120.695, 153.000, 0.000, 0.000, 1.000, 0.000, Emulsão 1.15 = 153.0, 0, 0.000, 0.000, 0, 1, 30/06/2026. 18:06:05, 0.000, 0.000, 0.000, 0.000, , , , , , , , 0.000
